指數代碼,指數名稱,日期,價格指數值,報酬指數值,漲跌點數,漲跌百分比
IX0158,台灣永續價值指數,2026/03/30,9411.26,10786.62,-154.62,-1.62%
IX0158,台灣永續價值指數,2026/03/27,9565.88,10963.84,-72.7,-0.75%
IX0158,台灣永續價值指數,2026/03/26,9638.58,11044.29,-69.64,-0.72%
IX0158,台灣永續價值指數,2026/03/25,9708.22,11123.33,282.43,3%
IX0158,台灣永續價值指數,2026/03/24,9425.79,10799.73,5.27,0.06%
IX0158,台灣永續價值指數,2026/03/23,9420.52,10793.69,-227.71,-2.36%
IX0158,台灣永續價值指數,2026/03/20,9648.23,11054.6,-25.65,-0.27%
IX0158,台灣永續價值指數,2026/03/19,9673.88,11083.98,-207.01,-2.1%
IX0158,台灣永續價值指數,2026/03/18,9880.89,11321.17,114.19,1.17%
IX0158,台灣永續價值指數,2026/03/17,9766.7,11190.33,173.13,1.8%
IX0158,台灣永續價值指數,2026/03/16,9593.57,10980.72,-27.9,-0.29%
IX0158,台灣永續價值指數,2026/03/13,9621.47,11012.65,-42.07,-0.44%
IX0158,台灣永續價值指數,2026/03/12,9663.54,11060.8,-153.73,-1.57%
IX0158,台灣永續價值指數,2026/03/11,9817.27,11236.75,364.75,3.86%
IX0158,台灣永續價值指數,2026/03/10,9452.52,10819.27,192.87,2.08%
IX0158,台灣永續價值指數,2026/03/09,9259.65,10598.51,-385.44,-4%
IX0158,台灣永續價值指數,2026/03/06,9645.09,11039.68,-48.63,-0.5%
IX0158,台灣永續價值指數,2026/03/05,9693.72,11095.35,273.92,2.91%
IX0158,台灣永續價值指數,2026/03/04,9419.8,10781.82,-463.14,-4.69%
IX0158,台灣永續價值指數,2026/03/03,9882.94,11311.93,-229.08,-2.27%
IX0158,台灣永續價值指數,2026/03/02,10112.02,11574.13,-111.01,-1.09%
IX0160,臺灣優息存股指數,2026/03/31,4875.08,6093.01,-62.34,-1.26%
IX0160,臺灣優息存股指數,2026/03/30,4937.42,6170.92,-48.42,-0.97%
IX0160,臺灣優息存股指數,2026/03/27,4985.84,6231.44,-10.29,-0.21%
IX0160,臺灣優息存股指數,2026/03/26,4996.13,6244.29,-42.2,-0.84%
IX0160,臺灣優息存股指數,2026/03/25,5038.33,6286.85,47.89,0.96%
IX0160,臺灣優息存股指數,2026/03/24,4990.44,6220.85,37.13,0.75%
IX0160,臺灣優息存股指數,2026/03/23,4953.31,6174.57,-124.03,-2.44%
IX0160,臺灣優息存股指數,2026/03/20,5077.34,6329.18,-6.15,-0.12%
IX0160,臺灣優息存股指數,2026/03/19,5083.49,6336.85,-95.76,-1.85%
IX0160,臺灣優息存股指數,2026/03/18,5179.25,6456.22,22.65,0.44%
IX0160,臺灣優息存股指數,2026/03/17,5156.6,6427.98,23.1,0.45%
IX0160,臺灣優息存股指數,2026/03/16,5133.5,6399.19,47.03,0.92%
IX0160,臺灣優息存股指數,2026/03/13,5086.47,6340.56,-57.78,-1.12%
IX0160,臺灣優息存股指數,2026/03/12,5144.25,6412.58,-2.66,-0.05%
IX0160,臺灣優息存股指數,2026/03/11,5146.91,6415.9,76.64,1.51%
IX0160,臺灣優息存股指數,2026/03/10,5070.27,6320.37,-23.24,-0.46%
IX0160,臺灣優息存股指數,2026/03/09,5093.51,6349.34,-112.09,-2.15%
IX0160,臺灣優息存股指數,2026/03/06,5205.6,6489.06,-1.01,-0.02%
IX0160,臺灣優息存股指數,2026/03/05,5206.61,6490.32,31.46,0.61%
IX0160,臺灣優息存股指數,2026/03/04,5175.15,6451.11,-203,-3.77%
IX0160,臺灣優息存股指數,2026/03/03,5378.15,6704.16,-0.38,-0.01%
IX0160,臺灣優息存股指數,2026/03/02,5378.53,6704.63,-46.27,-0.85%
IX0161,特選臺灣環境永續高股息指數,2026/03/31,5924.27,8810.28,-123.2,-2.04%
IX0161,特選臺灣環境永續高股息指數,2026/03/30,6047.47,8993.49,-36.29,-0.6%
IX0161,特選臺灣環境永續高股息指數,2026/03/27,6083.76,9047.46,-23.87,-0.39%
IX0161,特選臺灣環境永續高股息指數,2026/03/26,6107.63,9082.97,11.68,0.19%
IX0161,特選臺灣環境永續高股息指數,2026/03/25,6095.95,9059.82,131.35,2.2%
IX0161,特選臺灣環境永續高股息指數,2026/03/24,5964.6,8864.6,-4.13,-0.07%
IX0161,特選臺灣環境永續高股息指數,2026/03/23,5968.73,8870.74,-171.84,-2.8%
IX0161,特選臺灣環境永續高股息指數,2026/03/20,6140.57,9126.14,-21.77,-0.35%
IX0161,特選臺灣環境永續高股息指數,2026/03/19,6162.34,9135.62,-97.5,-1.56%
IX0161,特選臺灣環境永續高股息指數,2026/03/18,6259.84,9280.15,37.21,0.6%
IX0161,特選臺灣環境永續高股息指數,2026/03/17,6222.63,9224.99,91.91,1.5%
IX0161,特選臺灣環境永續高股息指數,2026/03/16,6130.72,9088.74,53.67,0.88%
IX0161,特選臺灣環境永續高股息指數,2026/03/13,6077.05,9009.17,-45.38,-0.74%
IX0161,特選臺灣環境永續高股息指數,2026/03/12,6122.43,9076.44,-18.81,-0.31%
IX0161,特選臺灣環境永續高股息指數,2026/03/11,6141.24,9104.33,127.61,2.12%
IX0161,特選臺灣環境永續高股息指數,2026/03/10,6013.63,8915.15,46.65,0.78%
IX0161,特選臺灣環境永續高股息指數,2026/03/09,5966.98,8846,-196.12,-3.18%
IX0161,特選臺灣環境永續高股息指數,2026/03/06,6163.1,9136.74,44.48,0.73%
IX0161,特選臺灣環境永續高股息指數,2026/03/05,6118.62,9070.8,87.36,1.45%
IX0161,特選臺灣環境永續高股息指數,2026/03/04,6031.26,8941.29,-222.5,-3.56%
IX0161,特選臺灣環境永續高股息指數,2026/03/03,6253.76,9271.14,-52.09,-0.83%
IX0161,特選臺灣環境永續高股息指數,2026/03/02,6305.85,9348.37,-25.47,-0.4%
IX0162,臺灣友善環境50指數,2026/03/31,8081.91,9550.77,-252.25,-3.03%
IX0162,臺灣友善環境50指數,2026/03/30,8334.16,9848.85,-157.84,-1.86%
IX0162,臺灣友善環境50指數,2026/03/27,8492,10035.38,-72.29,-0.84%
IX0162,臺灣友善環境50指數,2026/03/26,8564.29,10120.81,-11.23,-0.13%
IX0162,臺灣友善環境50指數,2026/03/25,8575.52,10134.08,268.69,3.23%
IX0162,臺灣友善環境50指數,2026/03/24,8306.83,9816.56,-18.35,-0.22%
IX0162,臺灣友善環境50指數,2026/03/23,8325.18,9838.25,-231.35,-2.7%
IX0162,臺灣友善環境50指數,2026/03/20,8556.53,10111.65,-20.51,-0.24%
IX0162,臺灣友善環境50指數,2026/03/19,8577.04,10135.88,-144.67,-1.66%
IX0162,臺灣友善環境50指數,2026/03/18,8721.71,10306.84,107.26,1.25%
IX0162,臺灣友善環境50指數,2026/03/17,8614.45,10180.09,137.52,1.62%
IX0162,臺灣友善環境50指數,2026/03/16,8476.93,10007.21,-32.28,-0.38%
IX0162,臺灣友善環境50指數,2026/03/13,8509.21,10045.32,-53.57,-0.63%
IX0162,臺灣友善環境50指數,2026/03/12,8562.78,10108.56,-124.2,-1.43%
IX0162,臺灣友善環境50指數,2026/03/11,8686.98,10255.19,347.63,4.17%
IX0162,臺灣友善環境50指數,2026/03/10,8339.35,9844.79,172.04,2.11%
IX0162,臺灣友善環境50指數,2026/03/09,8167.31,9641.7,-401.79,-4.69%
IX0162,臺灣友善環境50指數,2026/03/06,8569.1,10116.03,-25.48,-0.3%
IX0162,臺灣友善環境50指數,2026/03/05,8594.58,10146.11,259.78,3.12%
IX0162,臺灣友善環境50指數,2026/03/04,8334.8,9839.42,-424.42,-4.85%
IX0162,臺灣友善環境50指數,2026/03/03,8759.22,10340.46,-223.18,-2.48%
IX0162,臺灣友善環境50指數,2026/03/02,8982.4,10603.93,-88.69,-0.98%
IX0167,特選臺灣智慧50指數,2026/03/31,6958.28,8373.63,-191.4,-2.68%
IX0167,特選臺灣智慧50指數,2026/03/30,7149.68,8603.95,-169.39,-2.31%
IX0167,特選臺灣智慧50指數,2026/03/27,7319.07,8807.8,-58.06,-0.79%
IX0167,特選臺灣智慧50指數,2026/03/26,7377.13,8877.14,-15.33,-0.21%
IX0167,特選臺灣智慧50指數,2026/03/25,7392.46,8895.59,197.43,2.74%
IX0167,特選臺灣智慧50指數,2026/03/24,7195.03,8658.01,-33.73,-0.47%
IX0167,特選臺灣智慧50指數,2026/03/23,7228.76,8698.6,-164.91,-2.23%
IX0167,特選臺灣智慧50指數,2026/03/20,7393.67,8897.04,-35.68,-0.48%
IX0167,特選臺灣智慧50指數,2026/03/19,7429.35,8939.97,-104.36,-1.39%
IX0167,特選臺灣智慧50指數,2026/03/18,7533.71,9062.43,112.01,1.51%
IX0167,特選臺灣智慧50指數,2026/03/17,7421.7,8927.69,148.48,2.04%
IX0167,特選臺灣智慧50指數,2026/03/16,7273.22,8736.42,-40.29,-0.55%
IX0167,特選臺灣智慧50指數,2026/03/13,7313.51,8784.82,-75.32,-1.02%
IX0167,特選臺灣智慧50指數,2026/03/12,7388.83,8875.28,-108.7,-1.45%
IX0167,特選臺灣智慧50指數,2026/03/11,7497.53,9005.85,320.3,4.46%
IX0167,特選臺灣智慧50指數,2026/03/10,7177.23,8621.12,184.94,2.64%
IX0167,特選臺灣智慧50指數,2026/03/09,6992.29,8398.96,-347.69,-4.74%
IX0167,特選臺灣智慧50指數,2026/03/06,7339.98,8816.61,11.49,0.16%
IX0167,特選臺灣智慧50指數,2026/03/05,7328.49,8802.8,244.48,3.45%
IX0167,特選臺灣智慧50指數,2026/03/04,7084.01,8509.14,-341.81,-4.6%
IX0167,特選臺灣智慧50指數,2026/03/03,7425.82,8919.71,-174.46,-2.3%
IX0167,特選臺灣智慧50指數,2026/03/02,7600.28,9129.28,-115.21,-1.49%
IX0169,臺灣晶圓製造指數,2026/03/31,9269.67,10903.39,-358.07,-3.72%
IX0169,臺灣晶圓製造指數,2026/03/30,9627.74,11324.57,-191.5,-1.95%
IX0169,臺灣晶圓製造指數,2026/03/27,9819.24,11549.82,-83.11,-0.84%
IX0169,臺灣晶圓製造指數,2026/03/26,9902.35,11647.58,-79.54,-0.8%
IX0169,臺灣晶圓製造指數,2026/03/25,9981.89,11738.3,308.78,3.19%
IX0169,臺灣晶圓製造指數,2026/03/24,9673.11,11375.19,-113.73,-1.16%
IX0169,臺灣晶圓製造指數,2026/03/23,9786.84,11508.93,-320.87,-3.17%
IX0169,臺灣晶圓製造指數,2026/03/20,10107.71,11886.25,57.72,0.57%
IX0169,臺灣晶圓製造指數,2026/03/19,10049.99,11818.38,-201.54,-1.97%
IX0169,臺灣晶圓製造指數,2026/03/18,10251.53,12055.38,284.44,2.85%
IX0169,臺灣晶圓製造指數,2026/03/17,9967.09,11720.89,207.96,2.13%
IX0169,臺灣晶圓製造指數,2026/03/16,9759.13,11467.5,-18.18,-0.19%
IX0169,臺灣晶圓製造指數,2026/03/13,9777.31,11488.85,-54.11,-0.55%
IX0169,臺灣晶圓製造指數,2026/03/12,9831.42,11552.44,-58.64,-0.59%
IX0169,臺灣晶圓製造指數,2026/03/11,9890.06,11621.34,511.5,5.45%
IX0169,臺灣晶圓製造指數,2026/03/10,9378.56,11020.31,303.88,3.35%
IX0169,臺灣晶圓製造指數,2026/03/09,9074.68,10663.22,-550.74,-5.72%
IX0169,臺灣晶圓製造指數,2026/03/06,9625.42,11310.38,24.09,0.25%
IX0169,臺灣晶圓製造指數,2026/03/05,9601.33,11282.07,392.41,4.26%
IX0169,臺灣晶圓製造指數,2026/03/04,9208.92,10820.96,-430.42,-4.47%
IX0169,臺灣晶圓製造指數,2026/03/03,9639.34,11326.73,-316.5,-3.18%
IX0169,臺灣晶圓製造指數,2026/03/02,9955.84,11698.63,-155.31,-1.54%
IX0170,臺灣精選高息指數,2026/03/31,5718.83,8334.57,-93.43,-1.61%
IX0170,臺灣精選高息指數,2026/03/30,5812.26,8470.73,-83.85,-1.42%
IX0170,臺灣精選高息指數,2026/03/27,5896.11,8592.94,-15.76,-0.27%
IX0170,臺灣精選高息指數,2026/03/26,5911.87,8615.9,-61.29,-1.03%
IX0170,臺灣精選高息指數,2026/03/25,5973.16,8701.24,122.84,2.1%
IX0170,臺灣精選高息指數,2026/03/24,5850.32,8522.28,-3.98,-0.07%
IX0170,臺灣精選高息指數,2026/03/23,5854.3,8528.08,-147.01,-2.45%
IX0170,臺灣精選高息指數,2026/03/20,6001.31,8742.23,8.74,0.15%
IX0170,臺灣精選高息指數,2026/03/19,5992.57,8729.51,-130.93,-2.14%
IX0170,臺灣精選高息指數,2026/03/18,6123.5,8920.23,34.41,0.57%
IX0170,臺灣精選高息指數,2026/03/17,6089.09,8870.1,77.14,1.28%
IX0170,臺灣精選高息指數,2026/03/16,6011.95,8757.73,69.5,1.17%
IX0170,臺灣精選高息指數,2026/03/13,5942.45,8656.5,-31.35,-0.52%
IX0170,臺灣精選高息指數,2026/03/12,5973.8,8702.16,-14.22,-0.24%
IX0170,臺灣精選高息指數,2026/03/11,5988.02,8722.88,116.69,1.99%
IX0170,臺灣精選高息指數,2026/03/10,5871.33,8552.89,57.3,0.99%
IX0170,臺灣精選高息指數,2026/03/09,5814.03,8469.42,-154.74,-2.59%
IX0170,臺灣精選高息指數,2026/03/06,5968.77,8694.83,-5.44,-0.09%
IX0170,臺灣精選高息指數,2026/03/05,5974.21,8702.76,114.63,1.96%
IX0170,臺灣精選高息指數,2026/03/04,5859.58,8535.78,-227.44,-3.74%
IX0170,臺灣精選高息指數,2026/03/03,6087.02,8867.09,-53.12,-0.87%
IX0170,臺灣精選高息指數,2026/03/02,6140.14,8944.47,-83.3,-1.34%
IX0171,臺灣多因子優選高股息30指數,2026/03/31,8198.48,10305.93,-110.07,-1.32%
IX0171,臺灣多因子優選高股息30指數,2026/03/30,8308.55,10444.29,-130.26,-1.54%
IX0171,臺灣多因子優選高股息30指數,2026/03/27,8438.81,10608.03,3.74,0.04%
IX0171,臺灣多因子優選高股息30指數,2026/03/26,8435.07,10603.34,-10.19,-0.12%
IX0171,臺灣多因子優選高股息30指數,2026/03/25,8445.26,10616.15,154.74,1.87%
IX0171,臺灣多因子優選高股息30指數,2026/03/24,8290.52,10421.63,31.66,0.38%
IX0171,臺灣多因子優選高股息30指數,2026/03/23,8258.86,10381.84,-132.93,-1.58%
IX0171,臺灣多因子優選高股息30指數,2026/03/20,8391.79,10548.93,34.19,0.41%
IX0171,臺灣多因子優選高股息30指數,2026/03/19,8357.6,10505.96,-168.6,-1.98%
IX0171,臺灣多因子優選高股息30指數,2026/03/18,8526.2,10717.89,34.44,0.41%
IX0171,臺灣多因子優選高股息30指數,2026/03/17,8491.76,10674.6,99.32,1.18%
IX0171,臺灣多因子優選高股息30指數,2026/03/16,8392.44,10549.75,102.93,1.24%
IX0171,臺灣多因子優選高股息30指數,2026/03/13,8289.51,10420.36,-28.64,-0.34%
IX0171,臺灣多因子優選高股息30指數,2026/03/12,8318.15,10456.36,-14.05,-0.17%
IX0171,臺灣多因子優選高股息30指數,2026/03/11,8332.2,10474.03,95.37,1.16%
IX0171,臺灣多因子優選高股息30指數,2026/03/10,8236.83,10354.14,45.96,0.56%
IX0171,臺灣多因子優選高股息30指數,2026/03/09,8190.87,10296.37,-197.64,-2.36%
IX0171,臺灣多因子優選高股息30指數,2026/03/06,8388.51,10544.81,15.31,0.18%
IX0171,臺灣多因子優選高股息30指數,2026/03/05,8373.2,10525.56,130.75,1.59%
IX0171,臺灣多因子優選高股息30指數,2026/03/04,8242.45,10361.2,-322.03,-3.76%
IX0171,臺灣多因子優選高股息30指數,2026/03/03,8564.48,10766.01,-70.34,-0.81%
IX0171,臺灣多因子優選高股息30指數,2026/03/02,8634.82,10854.43,-175.93,-2%
IX0172,特選臺灣優利高填息30指數,2026/03/31,7730.93,10180.11,-144.91,-1.84%
IX0172,特選臺灣優利高填息30指數,2026/03/30,7875.84,10370.91,-116.63,-1.46%
IX0172,特選臺灣優利高填息30指數,2026/03/27,7992.47,10524.5,-9.37,-0.12%
IX0172,特選臺灣優利高填息30指數,2026/03/26,8001.84,10536.84,-44.55,-0.55%
IX0172,特選臺灣優利高填息30指數,2026/03/25,8046.39,10595.5,102.12,1.29%
IX0172,特選臺灣優利高填息30指數,2026/03/24,7944.27,10453.99,21.76,0.27%
IX0172,特選臺灣優利高填息30指數,2026/03/23,7922.51,10425.36,-218.42,-2.68%
IX0172,特選臺灣優利高填息30指數,2026/03/20,8140.93,10712.79,8.98,0.11%
IX0172,特選臺灣優利高填息30指數,2026/03/19,8131.95,10700.96,-160.14,-1.93%
IX0172,特選臺灣優利高填息30指數,2026/03/18,8292.09,10911.7,14.4,0.17%
IX0172,特選臺灣優利高填息30指數,2026/03/17,8277.69,10892.75,116.72,1.43%
IX0172,特選臺灣優利高填息30指數,2026/03/16,8160.97,10739.16,51.67,0.64%
IX0172,特選臺灣優利高填息30指數,2026/03/13,8109.3,10671.16,-28.36,-0.35%
IX0172,特選臺灣優利高填息30指數,2026/03/12,8137.66,10708.48,-24.38,-0.3%
IX0172,特選臺灣優利高填息30指數,2026/03/11,8162.04,10740.56,185.99,2.33%
IX0172,特選臺灣優利高填息30指數,2026/03/10,7976.05,10495.81,49.92,0.63%
IX0172,特選臺灣優利高填息30指數,2026/03/09,7926.13,10430.12,-190.25,-2.34%
IX0172,特選臺灣優利高填息30指數,2026/03/06,8116.38,10680.48,22.27,0.28%
IX0172,特選臺灣優利高填息30指數,2026/03/05,8094.11,10651.17,186.95,2.36%
IX0172,特選臺灣優利高填息30指數,2026/03/04,7907.16,10405.17,-339.16,-4.11%
IX0172,特選臺灣優利高填息30指數,2026/03/03,8246.32,10851.46,-130.25,-1.55%
IX0172,特選臺灣優利高填息30指數,2026/03/02,8376.57,11022.87,-70.8,-0.84%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/31,7011.92,8040.46,-204.46,-2.83%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/30,7216.38,8274.91,-55.39,-0.76%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/27,7271.77,8338.43,4.68,0.06%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/26,7267.09,8333.06,-17.95,-0.25%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/25,7285.04,8353.64,123.31,1.72%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/24,7161.73,8202.51,-28.9,-0.4%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/23,7190.63,8235.62,-192.74,-2.61%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/20,7383.37,8456.36,-53.82,-0.72%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/19,7437.19,8503.78,-104.7,-1.39%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/18,7541.89,8605.96,118.54,1.6%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/17,7423.35,8470.7,65.72,0.89%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/16,7357.63,8394.77,11.86,0.16%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/13,7345.77,8381.23,-27.86,-0.38%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/12,7373.63,8413.02,-30.48,-0.41%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/11,7404.11,8447.8,173.53,2.4%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/10,7230.58,8249.81,98.75,1.38%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/09,7131.83,8137.13,-255.41,-3.46%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/06,7387.24,8428.55,53.05,0.72%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/05,7334.19,8368.02,181.06,2.53%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/04,7153.13,8161.43,-241.99,-3.27%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/03,7395.12,8437.54,-129.39,-1.72%
IX0175,特選臺灣產業龍頭存股等權重指數,2026/03/02,7524.51,8585.16,3.5,0.05%
IX0177,上櫃ESG 30指數,2026/03/31,9598.81,10642.87,-547.86,-5.4%
IX0177,上櫃ESG 30指數,2026/03/30,10146.67,11250.32,-210.08,-2.03%
IX0177,上櫃ESG 30指數,2026/03/27,10356.75,11483.25,127.88,1.25%
IX0177,上櫃ESG 30指數,2026/03/26,10228.87,11341.46,-25.43,-0.25%
IX0177,上櫃ESG 30指數,2026/03/25,10254.3,11369.66,524.26,5.39%
IX0177,上櫃ESG 30指數,2026/03/24,9730.04,10788.37,-210.87,-2.12%
IX0177,上櫃ESG 30指數,2026/03/23,9940.91,11022.17,-515.73,-4.93%
IX0177,上櫃ESG 30指數,2026/03/20,10456.64,11594.01,-113.8,-1.08%
IX0177,上櫃ESG 30指數,2026/03/19,10570.44,11707.16,118.44,1.13%
IX0177,上櫃ESG 30指數,2026/03/18,10452,11575.99,375.6,3.73%
IX0177,上櫃ESG 30指數,2026/03/17,10076.4,11160,190.83,1.93%
IX0177,上櫃ESG 30指數,2026/03/16,9885.57,10948.64,140.74,1.44%
IX0177,上櫃ESG 30指數,2026/03/13,9744.83,10792.77,44.53,0.46%
IX0177,上櫃ESG 30指數,2026/03/12,9700.3,10743.46,-42.11,-0.43%
IX0177,上櫃ESG 30指數,2026/03/11,9742.41,10790.1,534.04,5.8%
IX0177,上櫃ESG 30指數,2026/03/10,9208.37,10198.63,409.71,4.66%
IX0177,上櫃ESG 30指數,2026/03/09,8798.66,9744.85,-627.44,-6.66%
IX0177,上櫃ESG 30指數,2026/03/06,9426.1,10439.76,69.41,0.74%
IX0177,上櫃ESG 30指數,2026/03/05,9356.69,10362.89,399.11,4.46%
IX0177,上櫃ESG 30指數,2026/03/04,8957.58,9920.86,-608.76,-6.36%
IX0177,上櫃ESG 30指數,2026/03/03,9566.34,10595.09,-273.43,-2.78%
IX0177,上櫃ESG 30指數,2026/03/02,9839.77,10897.93,-0.35,-0%
IX0178,臺灣ESG低碳50指數,2026/03/31,11018.61,12295.09,-312.77,-2.76%
IX0178,臺灣ESG低碳50指數,2026/03/30,11331.38,12644.1,-250.39,-2.16%
IX0178,臺灣ESG低碳50指數,2026/03/27,11581.77,12923.49,-90.74,-0.78%
IX0178,臺灣ESG低碳50指數,2026/03/26,11672.51,13024.74,-24.41,-0.21%
IX0178,臺灣ESG低碳50指數,2026/03/25,11696.92,13051.98,339.96,2.99%
IX0178,臺灣ESG低碳50指數,2026/03/24,11356.96,12672.64,-30.47,-0.27%
IX0178,臺灣ESG低碳50指數,2026/03/23,11387.43,12706.64,-298.37,-2.55%
IX0178,臺灣ESG低碳50指數,2026/03/20,11685.8,13039.57,-21.13,-0.18%
IX0178,臺灣ESG低碳50指數,2026/03/19,11706.93,13063.15,-216.69,-1.82%
IX0178,臺灣ESG低碳50指數,2026/03/18,11923.62,13301.35,162.74,1.38%
IX0178,臺灣ESG低碳50指數,2026/03/17,11760.88,13119.8,181.02,1.56%
IX0178,臺灣ESG低碳50指數,2026/03/16,11579.86,12899.3,-78.35,-0.67%
IX0178,臺灣ESG低碳50指數,2026/03/13,11658.21,12986.58,-61.45,-0.52%
IX0178,臺灣ESG低碳50指數,2026/03/12,11719.66,13055.04,-182.63,-1.53%
IX0178,臺灣ESG低碳50指數,2026/03/11,11902.29,13258.47,511.64,4.49%
IX0178,臺灣ESG低碳50指數,2026/03/10,11390.65,12688.53,257.72,2.31%
IX0178,臺灣ESG低碳50指數,2026/03/09,11132.93,12401.44,-551.7,-4.72%
IX0178,臺灣ESG低碳50指數,2026/03/06,11684.63,13016.02,-44.57,-0.38%
IX0178,臺灣ESG低碳50指數,2026/03/05,11729.2,13065.66,343.59,3.02%
IX0178,臺灣ESG低碳50指數,2026/03/04,11385.61,12682.92,-546.07,-4.58%
IX0178,臺灣ESG低碳50指數,2026/03/03,11931.68,13291.21,-291.91,-2.39%
IX0178,臺灣ESG低碳50指數,2026/03/02,12223.59,13616.38,-123.61,-1%
IX0179,特選臺灣科技優息指數,2026/03/31,9224.88,10831.72,-272.42,-2.87%
IX0179,特選臺灣科技優息指數,2026/03/30,9497.3,11151.6,-217.96,-2.24%
IX0179,特選臺灣科技優息指數,2026/03/27,9715.26,11407.52,12.99,0.13%
IX0179,特選臺灣科技優息指數,2026/03/26,9702.27,11382.18,-99.28,-1.01%
IX0179,特選臺灣科技優息指數,2026/03/25,9801.55,11494.45,274.59,2.88%
IX0179,特選臺灣科技優息指數,2026/03/24,9526.96,11166,-49.74,-0.52%
IX0179,特選臺灣科技優息指數,2026/03/23,9576.7,11224.3,-325.03,-3.28%
IX0179,特選臺灣科技優息指數,2026/03/20,9901.73,11605.26,-47.23,-0.47%
IX0179,特選臺灣科技優息指數,2026/03/19,9948.96,11641.85,-187.75,-1.85%
IX0179,特選臺灣科技優息指數,2026/03/18,10136.71,11845.12,195.97,1.97%
IX0179,特選臺灣科技優息指數,2026/03/17,9940.74,11616.13,173.45,1.78%
IX0179,特選臺灣科技優息指數,2026/03/16,9767.29,11412.69,37.49,0.39%
IX0179,特選臺灣科技優息指數,2026/03/13,9729.8,11368.87,-10.24,-0.11%
IX0179,特選臺灣科技優息指數,2026/03/12,9740.04,11380.84,-83.39,-0.85%
IX0179,特選臺灣科技優息指數,2026/03/11,9823.43,11478.28,325.37,3.43%
IX0179,特選臺灣科技優息指數,2026/03/10,9498.06,11098.1,216.71,2.33%
IX0179,特選臺灣科技優息指數,2026/03/09,9281.35,10844.88,-386.09,-3.99%
IX0179,特選臺灣科技優息指數,2026/03/06,9667.44,11296.01,41.47,0.43%
IX0179,特選臺灣科技優息指數,2026/03/05,9625.97,11247.55,381.72,4.13%
IX0179,特選臺灣科技優息指數,2026/03/04,9244.25,10801.53,-325.54,-3.4%
IX0179,特選臺灣科技優息指數,2026/03/03,9569.79,11181.91,-295.12,-2.99%
IX0179,特選臺灣科技優息指數,2026/03/02,9864.91,11526.74,-172.94,-1.72%
IX0181,臺灣半導體收益指數,2026/03/31,9194.03,10609.58,-319.58,-3.36%
IX0181,臺灣半導體收益指數,2026/03/30,9513.61,10978.36,-173.05,-1.79%
IX0181,臺灣半導體收益指數,2026/03/27,9686.66,11178.05,-37.9,-0.39%
IX0181,臺灣半導體收益指數,2026/03/26,9724.56,11221.79,-71.6,-0.73%
IX0181,臺灣半導體收益指數,2026/03/25,9796.16,11298.97,315.46,3.33%
IX0181,臺灣半導體收益指數,2026/03/24,9480.7,10935.12,-74.38,-0.78%
IX0181,臺灣半導體收益指數,2026/03/23,9555.08,11020.91,-394.49,-3.96%
IX0181,臺灣半導體收益指數,2026/03/20,9949.57,11475.91,-75.42,-0.75%
IX0181,臺灣半導體收益指數,2026/03/19,10024.99,11548.5,-195.32,-1.91%
IX0181,臺灣半導體收益指數,2026/03/18,10220.31,11773.5,284.71,2.87%
IX0181,臺灣半導體收益指數,2026/03/17,9935.6,11445.51,157.99,1.62%
IX0181,臺灣半導體收益指數,2026/03/16,9777.61,11257.8,67.38,0.69%
IX0181,臺灣半導體收益指數,2026/03/13,9710.23,11180.22,-54.14,-0.55%
IX0181,臺灣半導體收益指數,2026/03/12,9764.37,11242.56,-162.22,-1.63%
IX0181,臺灣半導體收益指數,2026/03/11,9926.59,11429.33,392.9,4.12%
IX0181,臺灣半導體收益指數,2026/03/10,9533.69,10976.96,282.32,3.05%
IX0181,臺灣半導體收益指數,2026/03/09,9251.37,10651.89,-477.78,-4.91%
IX0181,臺灣半導體收益指數,2026/03/06,9729.15,11202,-26.11,-0.27%
IX0181,臺灣半導體收益指數,2026/03/05,9755.26,11232.07,366.39,3.9%
IX0181,臺灣半導體收益指數,2026/03/04,9388.87,10810.21,-443.42,-4.51%
IX0181,臺灣半導體收益指數,2026/03/03,9832.29,11320.76,-338.67,-3.33%
